alcoy	alkoi
alcubierre	alkubjere
alcácer	alkaθeɾ
alcántara	alkantaɾa
alcázar	alkaθaɾ
alcívar	alθibaɾ
aldaba	aldaba
aldaco	aldako
aldama	aldama
aldana	aldana
alday	aldai
aldebarán	aldebaɾan
aldeguer	aldeɡeɾ
alderete	aldeɾete
aldo	aldo
ale	ale
alegre	aleɡɾe
alegría	aleɡɾia
aleixandre	aleiɡsandɾe
alejandra	alexandɾa
alejandrina	alexandɾina
alejandro	alexandɾo
alejandría	alexandɾia
alejandrópolis	alexandɾopolis
alejo	alexo
alejándrez	alexandɾeθ
alemania	alemanja
alemán	aleman
alentejo	alentexo
alepo	alepo
alessandro	alesandɾo
alexander	aleɡsandeɾ
alexandrescu	aleɡsandɾesku
alexis	aleɡsis
alexópulos	aleɡsopulos
alfaro	alfaɾo
alfonsina	alfonsina
alfonso	alfonso
alfredo	alfɾedo
alférez	alfeɾeθ
alfónsez	alfonseθ
algeciras	alxeθiɾas
algol	alɡol
alguer	alɡeɾ
alhambra	alambɾa
aliaga	aljaɡa
alicante	alikante
alicia	aliθja
alina	alina
alipio	alipjo
alirio	aliɾjo
aljovín	alxobin
allende	aʝende
alma	alma
almadén	almaden
almagro	almaɡɾo
almaguer	almaɡeɾ
almanza	almanθa
almaraz	almaɾaθ
almario	almaɾjo
almatý	almati
almazán	almaθan
almeda	almeda
almeida	almeida
almendares	almendaɾes
almendra	almendɾa
almendralejo	almendɾalexo
almendárez	almendaɾeθ
almería	almeɾia
almeyda	almeida
almodóvar	almodobaɾ
almu	almu
almudena	almudena
almánzar	almanθaɾ
alodia	alodja
alondra	alondɾa
alonso	alonso
alpes	alpes
alpízar	alpiθaɾ
alquízar	alkiθaɾ
alsacia	alsaθja
alsasua	alsaswa
altamira	altamiɾa
altamirano	altamiɾano
altea	altea
alvarado	albaɾado
alvardo	albaɾdo
alvarenga	albaɾenɡa
alviar	albjaɾ
alzaga	alθaɡa
alzamora	alθamoɾa
alzate	alθate
alá	ala
alán	alan
amadeo	amadeo
amado	amado
amador	amadoɾ
amagá	amaɡa
amalfitano	amalfitano
amalia	amalja
amancio	amanθjo
amanda	amanda
amapola	amapola
amarilla	amaɾiʝa
amarillo	amaɾiʝo
amaro	amaɾo
amatista	amatista
amaya	amaʝa
amazonas	amaθonas
amazonía	amaθonia
amberes	ambeɾes
ambo	ambo
ambrosini	ambɾosini
ameghino	ameɡino
amelia	amelja
amescua	ameskwa
amezcua	ameθkwa
amigo	amiɡo
ammán	aman
amor	amoɾ
amorebieta	amoɾebjeta
amparo	ampaɾo
amsterdam	amsteɾdam
amán	aman
américa	ameɾika
américas	ameɾikas
américo	ameɾiko
amésquita	ameskita
amézquita	ameθkita
amílcar	amilkaɾ
amón	amon
amós	amos
ana	ana
anabel	anabel
anacleto	anakleto
anahí	anai
analía	analia
anamorós	anamoɾos
anampa	anampa
ananké	ananke
anapa	anapa
anastasia	anastasja
anastasio	anastasjo
anatolia	anatolja
anaya	anaʝa
ancheta	antʃeta
anchondo	antʃondo
anda	anda
andalucía	andaluθia
andaya	andaʝa
anderson	andeɾson
andes	andes
andorra	andora
andoáin	andoain
andrade	andɾade
andrea	andɾea
andré	andɾe
andrés	andɾes
andrómaca	andɾomaka
andrómeda	andɾomeda
anfitrión	anfitɾjon
angat	anɡat
angola	anɡola
angora	anɡoɾa
anguiano	anɡjano
anguila	anɡila
angulo	anɡulo
angélica	anxelika
angélina	anxelina
angón	anɡon
aniceto	aniθeto
anita	anita
ankara	ankaɾa
anorí	anoɾi
ansaldo	ansaldo
anselmo	anselmo
ansoáin	ansoain
antananarivo	antananaɾibo
antauro	antauɾo
antequera	antekeɾa
antero	anteɾo
antigua	antiɡwa
antilla	antiʝa
antioquia	antjokja
antioquía	antjokia
antofagasta	antofaɡasta
antonela	antonela
antonia	antonja
antonieta	antonjeta
antonio	antonjo
antonito	antonito
antártida	antaɾtida
antón	anton
antúnez	antuneθ
anubis	anubis
anunciación	anunθjaθjon
anzaldo	anθaldo
anzoátegui	anθoateɡi
anádir	anadiɾ
aníbal	anibal
apalaches	apalatʃes
apaneca	apaneka
aparicio	apaɾiθjo
apastepeque	apastepeke
apaza	apaθa
apeninos	apeninos
apia	apja
apocalipsis	apokalibsis
apolinar	apolinaɾ
apolinario	apolinaɾjo
apolo	apolo
apolonia	apolonja
apolonio	apolonjo
aponte	aponte
apopa	apopa
apure	apuɾe
apurímac	apuɾimak
aqueronte	akeɾonte
aquerón	akeɾon
aquiles	akiles
aquilino	akilino
aquino	akino
aquise	akise
aquisgrán	akisɡɾan
aquitania	akitanja
arabia	aɾabja
araceli	aɾaθeli
aracely	aɾaθeli
aracena	aɾaθena
aragonés	aɾaɡones
aragua	aɾaɡwa
aragón	aɾaɡon
araiza	aɾaiθa
arakaki	aɾakaki
arambala	aɾambala
aramburo	aɾambuɾo
arana	aɾana
arancibia	aɾanθibja
arandia	aɾandja
arango	aɾanɡo
aranjuez	aɾanxweθ
arantxa	aɾantʃa
aratoca	aɾatoka
arauca	aɾauka
araucanía	aɾaukania
arauco	aɾauko
araujo	aɾauxo
arauz	aɾauθ
araújo	aɾauxo
arbaiza	aɾbaiθa
arbeláez	aɾbelaeθ
arboleda	aɾboleda
arcabuco	aɾkabuko
arcadia	aɾkadja
arcatao	aɾkatao
arcaya	aɾkaʝa
arce	aɾθe
arceaga	aɾθeaɡa
arceo	aɾθeo
archibeque	aɾtʃibeke
archuleta	aɾtʃuleta
arcilla	aɾθiʝa
ardenas	aɾdenas
arecibo	aɾeθibo
arellano	aɾeʝano
arenas	aɾenas
arencibia	aɾenθibja
arequipa	aɾekipa
ares	aɾes
argel	aɾxel
argelia	aɾxelja
argentina	aɾxentina
argentinazo	aɾxentinaθo
argento	aɾxento
argenzuela	aɾxenθwela
argo	aɾɡo
argos	aɾɡos
argote	aɾɡote
argueta	aɾɡeta
argüelles	aɾɡweʝes
arias	aɾjas
arica	aɾika
ariel	aɾjel
aries	aɾjes
arisméndez	aɾismendeθ
aristizábal	aɾistiθabal
aristófanes	aɾistofanes
aristóteles	aɾistoteles
arizaga	aɾiθaɡa
arizona	aɾiθona
arjona	aɾxona
arkansas	aɾkansas
armagedón	aɾmaxedon
armando	aɾmando
armañac	aɾmaɲak
armendáriz	aɾmendaɾiθ
armenia	aɾmenja
arnaiz	aɾnaiθ
arnoldo	aɾnoldo
arnulfo	aɾnulfo
arriaga	arjaɡa
arriaza	arjaθa
arrieta	arjeta
arrio	arjo
arriola	arjola
arroyo	aroʝo
arteaga	aɾteaɡa
artemio	aɾtemjo
artemisa	aɾtemisa
artiaga	aɾtjaɡa
artigas	aɾtiɡas
artola	aɾtola
arturo	aɾtuɾo
aruba	aɾuba
arvayo	aɾbaʝo
arzadun	aɾθadun
arzaga	aɾθaɡa
arzate	aɾθate
arzolar	aɾθolaɾ
arzuaga	aɾθwaɡa
arámbulo	aɾambulo
arámburo	aɾambuɾo
arámburu	aɾambuɾu
aránzazu	aɾanθaθu
aréchiga	aɾetʃiɡa
arévalo	aɾebalo
ascención	asθenθjon
ascensión	asθensjon
asclepio	asklepjo
asdrúbal	asdɾubal
asebedo	asebedo
aser	aseɾ
asia	asja
asiago	asjaɡo
asjabad	asxabad
asmara	asmaɾa
aspilcueta	aspilkweta
astaná	astana
astorga	astoɾɡa
astrea	astɾea
astudillo	astudiʝo
asturias	astuɾjas
asunción	asunθjon
asís	asis
atacama	atakama
atalaya	atalaʝa
atenas	atenas
atencio	atenθjo
atenea	atenea
athanasia	atanasja
atienza	atjenθa
atiquizaya	atikiθaʝa
atlanta	atlanta
atlas	atlas
atlántico	atlantiko
atlántida	atlantida
atlético	atletiko
audelia	audelja
augusto	auɡusto
aurelia	auɾelja
aureliano	auɾeljano
aurelio	auɾeljo
aurora	auɾoɾa
austin	awstin
austin	ostin
australasia	austɾalasja
australia	austɾalja
austria	austɾja
auvernia	aubeɾnja
avelar	abelaɾ
avelina	abelina
avelino	abelino
avellaneda	abeʝaneda
avellano	abeʝano
avempace	abempaθe
avendaño	abendaɲo
avilés	abiles
aviñón	abiɲon
ayacucho	aʝakutʃo
ayala	aʝala
ayerbe	aʝeɾbe
ayerve	aʝeɾbe
ayllón	aiʝon
aylwin	elwin
aysén	aisen
ayuso	aʝuso
ayutuxtepeque	aʝutuɡstepeke
azacualpa	aθakwalpa
azaña	aθaɲa
azcapotzalco	aθkapotθalko
azcoitia	aθkoitja
azerbaiyán	aθeɾbaiʝan
aznar	aθnaɾ
azores	aθoɾes
azpeitia	aθpeitja
azpíllaga	aθpiʝaɡa
azrael	aθrael
azuara	aθwaɾa
azuay	aθwai
azurmendi	aθuɾmendi
aída	aida
aýna	aina
brics	bɾiɡs
babel	babel
babia	babja
bacallao	bakaʝao
bachicha	batʃitʃa
bachiller	batʃiʝeɾ
bacilio	baθiljo
baco	bako
bacoor	bakooɾ
bacólod	bakolod
badajoz	badaxoθ
badalona	badalona
baeza	baeθa
bagadó	baɡado
bagdad	baɡdad
bahamas	baamas
bahréin	baɾein
baires	baiɾes
baker	bakeɾ
bakú	baku
balaguer	balaɡeɾ
balboa	balboa
balbuena	balbwena
baldenegro	baldeneɡɾo
balderama	baldeɾama
balderas	baldeɾas
balderrama	balderama
baldomero	baldomeɾo
baldor	baldoɾ
baldovinos	baldobinos
balduino	baldwino
bali	bali
ballester	baʝesteɾ
ballivián	baʝibjan
balmaceda	balmaθeda
balmaseda	balmaseda
balmes	balmes
balta	balta
baltazar	baltaθaɾ
baltodano	baltodano
balíuag	baliwaɡ
banderas	bandeɾas
bangkok	bankok
bangladesh	banɡladeʃ
bangladés	banɡlades
bangui	banɡi
baquílides	bakilides
baracoa	baɾakoa
baraguá	baɾaɡwa
barahona	baɾaona
barajas	baɾaxas
baranoa	baɾanoa
baraya	baɾaʝa
barbados	baɾbados
barbarán	baɾbaɾan
barbosa	baɾbosa
barcelona	baɾθelona
barcino	baɾθino
barco	baɾko
bari	baɾi
barinas	baɾinas
barquilla	baɾkiʝa
barrabás	barabas
barrameda	barameda
barranca	baranka
barraza	baraθa
barreda	bareda
barreiro	bareiɾo
barrera	bareɾa
barrientos	barjentos
barrionuevo	barjonwebo
barrios	barjos
barroso	baroso
barrundia	barundja
bartolo	baɾtolo
bartolomé	baɾtolome
bartolón	baɾtolon
baruc	baɾuk
barásoain	baɾasoain
barça	baɾsa
baréin	baɾein
basa	basa
basadre	basadɾe
basaldúa	basaldua
basallote	basaʝote
basco	basko
basilea	basilea
basilio	basiljo
bastardo	bastaɾdo
bataglia	bataɡlja
batangas	batanɡas
bataán	bataan
batista	batista
batlle	baʝe
batman	badman
batres	batɾes
baudilio	baudiljo
bauta	bauta
bautista	bautista
baviera	babjeɾa
bayamo	baʝamo
bayona	baʝona
bayón	baʝon
baz	baθ
bazalar	baθalaɾ
bazaldúa	baθaldua
bazán	baθan
bañolas	baɲolas
beasáin	beasain
beato	beato
beatriz	beatɾiθ
becerra	beθera
bedoy	bedoi
bedoya	bedoʝa
begoña	beɡoɲa
beijing	beiʝin
beirut	beiɾut
belarmino	belaɾmino
belarra	belara
belarús	belaɾus
belasco	belasko
belau	belau
belcebú	belθebu
belfast	belfast
belgrado	belɡɾado
belice	beliθe
belisario	belisaɾjo
bellavista	beʝabista
belmonte	belmonte
belmopán	belmopan
beltrán	beltɾan
belén	belen
benalmádena	benalmadena
benarés	benaɾes
benasque	benaske
benavides	benabides
benedicto	benediɡto
benevento	benebento
bengala	benɡala
bengasi	benɡasi
bengoechea	benɡoetʃea
benguet	benɡet
beni	beni
benicio	beniθjo
benigno	beniɡno
benito	benito
benjamín	benxamin
benín	benin
benítez	beniteθ
beocia	beoθja
berbeo	beɾbeo
berbería	beɾbeɾia
berito	beɾito
berlín	beɾlin
bermejo	beɾmexo
bermudas	beɾmudas
bermudo	beɾmudo
bermúdez	beɾmudeθ
berna	beɾna
bernabé	beɾnabe
bernabéu	beɾnabeu
bernarda	beɾnaɾda
bernedo	beɾnedo
bernárdez	beɾnaɾdeθ
berrocal	berokal
berroya	beroʝa
bersabé	beɾsabe
berta	beɾta
bertrán	beɾtɾan
berástegui	beɾasteɡi
besada	besada
besarabia	besaɾabja
besós	besos
betancourt	betankuɾd
beteta	beteta
bethancourt	betankuɾ
beto	beto
betsabé	betsabe
betsy	betsi
bianca	bjanka
bianchi	bjanki
bibiana	bibjana
biblia	biblja
biblos	biblos
bielorrusia	bjelorusja
bilbao	bilbao
binondo	binondo
birmania	biɾmanja
birrueta	birweta
bisayas	bisaʝas
biskek	biskek
bissau	bisau
bitinia	bitinja
bizancio	biθanθjo
blanca	blanka
blancanieves	blankanjebes
blanchard	blantʃaɾ
blanchard	blantʃaɾd
blanco	blanko
blas	blas
blázquez	blaθkeθ
boaco	boako
boavita	boabita
bob	bob
bobadilla	bobadiʝa
bocaue	bokawe
boccadoro	bokadoɾo
boecio	boeθjo
bogotá	boɡota
bohemia	boemja
bohol	bool
bojayá	boxaʝa
bolaños	bolaɲos
bolduque	bolduke
bolivia	bolibja
bolonia	bolonja
bolsón	bolson
boluarte	bolwaɾte
bolívar	bolibaɾ
bombay	bombai
bonachera	bonatʃeɾa
bongará	bonɡaɾa
bonifacio	bonifaθjo
bonifaz	bonifaθ
bonilla	boniʝa
booz	booθ
boquete	bokete
borbón	boɾbon
borges	boɾxes
borgoña	boɾɡoɲa
boric	boɾik
boric	boɾitʃ
borinquen	boɾinken
borja	boɾxa
borneo	boɾneo
borongan	boɾonɡan
borrillo	boriʝo
bosconia	boskonja
bosnia	bosnja
bosque	boske
boston	boston
botello	boteʝo
botero	boteɾo
botsuana	botswana
botswana	botswana
boyacá	boʝaka
brabante	bɾabante
bracamonte	bɾakamonte
braganza	bɾaɡanθa
brandeburgo	bɾandebuɾɡo
brasil	bɾasil
brasilia	bɾasilja
bratislava	bɾatislaba
braulio	bɾauljo
brayan	bɾaʝan
brazzaville	bɾaθabil
brema	bɾema
brenda	bɾenda
brenes	bɾenes
breslavia	bɾeslabja
bretaña	bɾetaɲa
brexit	bɾeɡsit
briceño	bɾiθeɲo
bridgetown	bɾitʃtaun
briones	bɾjones
brizuela	bɾiθwela
broussard	bɾusaɾd
brujas	bɾuxas
brunilda	bɾunilda
bruno	bɾuno
brunéi	bɾunei
bruselas	bɾuselas
brígido	bɾixido
bucalemu	bukalemu
bucaramanga	bukaɾamanɡa
bucarest	bukaɾest
bucéfalo	buθefalo
buda	buda
budapest	budapest
buelna	bwelna
buenaventura	bwenabentuɾa
buendía	bwendia
buenrostro	bwenrostɾo
buffyverso	bafibeɾso
bujará	buxaɾa
bukele	bukele
bulacán	bulakan
bulgaria	bulɡaɾja
bulnes	bulnes
burdeos	buɾdeos
burgos	buɾɡos
burgundia	buɾɡundja
buril	buɾil
burundi	buɾundi
bustamante	bustamante
bustamente	bustamente
bután	butan
buyumbura	buʝumbuɾa
buñuel	buɲwel
báez	baeθ
bárbara	baɾbaɾa
bárcenas	baɾθenas
báñez	baɲeθ
bélgica	belxika
bélice	beliθe
bérgamo	beɾɡamo
cd	θede
cgri	θexeɾei
conicet	koniθet
conicyt	koniθit
caazapá	kaaθapa
cabanatúan	kabanatuan
cabanilla	kabaniʝa
cabanillas	kabaniʝas
cabañas	kabaɲas
cabello	kabeʝo
cabeza	kabeθa
cabezamesada	kabeθamesada
cabiao	kabjao
caborca	kaboɾka
cabrejas	kabɾexas
cabrera	kabɾeɾa
cabriales	kabɾjales
cabúyao	kabuʝao
cacaopera	kakaopeɾa
cacciatore	katʃatoɾe
cachapoal	katʃapoal
cachemira	katʃemiɾa
cacho	katʃo
cafarnaúm	kafaɾnaum
cagayán	kaɡaʝan
caifás	kaifas
caimanera	kaimaneɾa
caimito	kaimito
cairo	kaiɾo
cajamarca	kaxamaɾka
calabaza	kalabaθa
calabria	kalabɾja
calama	kalama
calamar	kalamaɾ
calambá	kalamba
calapán	kalapan
calasiao	kalasjao
calatayud	kalataʝud
calbuco	kalbuko
calcedonia	kalθedonja
calcedón	kalθedon
calcuta	kalkuta
caldas	kaldas
caldea	kaldea
calderón	kaldeɾon
caldevilla	kaldebiʝa
caledonia	kaledonja
cali	kali
california	kalifoɾnja
calimete	kalimete
calipso	kalibso
calisto	kalisto
calixto	kalisto
calixtro	kalistɾo
callao	kaʝao
calle	kaʝe
calleja	kaʝexa
callejas	kaʝexas
caluco	kaluko
calvados	kalbados
calvo	kalbo
calíope	kaliope
camacho	kamatʃo
camagüey	kamaɡwei
camaná	kamana
camarena	kamaɾena
camargo	kamaɾɡo
camavilca	kamabilka
camboya	kamboʝa
camelot	kamelot
camerún	kameɾun
camila	kamila
camilo	kamilo
campania	kampanja
campanilla	kampaniʝa
campeche	kampetʃe
campezo	kampeθo
campo	kampo
camposano	kamposano
campoy	kampoi
canadá	kanada
canarias	kanaɾjas
canas	kanas
canberra	kambera
cancio	kanθjo
cancún	kankun
candamo	kandamo
candelaria	kandelaɾja
candida	kandida
canela	kanela
canelones	kanelones
canelón	kanelon
cangallo	kanɡaʝo
canindeyú	kanindeʝu
cano	kano
canseco	kanseko
cantabria	kantabɾja
cantagallo	kantaɡaʝo
cantares	kantaɾes
cantor	kantoɾ
cantos	kantos
cantón	kanton
cantórbery	kantoɾbeɾi
canuto	kanuto
capadocia	kapadoθja
capazo	kapaθo
capcha	kabtʃa
capellán	kapeʝan
capiatá	kapjata
capitolio	kapitoljo
capote	kapote
capuchino	kaputʃino
capuñay	kapuɲai
caquetá	kaketa
caraballo	kaɾabaʝo
carabobo	kaɾabobo
caracas	kaɾakas
caratachea	kaɾatatʃea
caravelí	kaɾabeli
carazo	kaɾaθo
carbajal	kaɾbaxal
carballo	kaɾbaʝo
carbonell	kaɾbonel
carchi	kaɾtʃi
cardeña	kaɾdeɲa
cardona	kaɾdona
cardoso	kaɾdoso
careaga	kaɾeaɡa
carelia	kaɾelja
carepa	kaɾepa
carhuancho	kaɾw̝antʃo
carhuaz	kaɾw̝aθ
cariacoa	kaɾjakoa
carias	kaɾjas
caribdis	kaɾibdis
caribe	kaɾibe
caridad	kaɾidad
carillo	kaɾiʝo
carina	kaɾina
cariño	kaɾiɲo
carlos	kaɾlos
carmen	kaɾmen
carmencita	kaɾmenθita
carmina	kaɾmina
carmona	kaɾmona
carnicero	kaɾniθeɾo
caro	kaɾo
carolina	kaɾolina
caronte	kaɾonte
carpintero	kaɾpinteɾo
carpio	kaɾpjo
carranza	karanθa
carrasco	karasko
carrera	kareɾa
carrero	kareɾo
carreño	kareɲo
carreón	kareon
carrillo	kariʝo
carrión	karjon
cartagena	kaɾtaxena
cartago	kaɾtaɡo
carurú	kaɾuɾu
carvajal	kaɾbaxal
carvallo	kaɾbaʝo
casablanca	kasablanka
casado	kasado
casal	kasal
casanare	kasanaɾe
casandra	kasandɾa
casanova	kasanoba
cascorro	kaskoro
cases	kases
casimiro	kasimiɾo
casiopea	kasjopea
caspio	kaspjo
cassiopeia	kasjopeja
castala	kastala
castañeda	kastaɲeda
castel	kastel
castellano	kasteʝano
castellanos	kasteʝanos
castellón	kasteʝon
casteñeda	kasteɲeda
castilla	kastiʝa
castillo	kastiʝo
castillón	kastiʝon
castries	kastɾis
castro	kastɾo
castronuevo	kastɾonwebo
catalanistán	katalanistan
cataleya	kataleʝa
catalina	katalina
cataluña	kataluɲa
catalán	katalan
catar	kataɾ
catoira	katoiɾa
cauca	kauka
cauquenes	kaukenes
cautín	kautin
cavero	kabeɾo
cavite	kabite
cayena	kaʝena
cayetana	kaʝetana
cayetano	kaʝetano
caín	kain
cañada	kaɲada
cañar	kaɲaɾ
cañete	kaɲete
cañizares	kaɲiθaɾes
ceballos	θebaʝos
cebú	θebu
cecilia	θeθilja
cedeño	θedeɲo
cefalonia	θefalonja
cefeo	θefeo
ceferino	θefeɾino
cefeus	θefeus
ceilán	θeilan
cela	θela
celaya	θelaʝa
celedonio	θeledonjo
celestina	θelestina
celia	θelja
celina	θelina
celsius	θelsjus
cenicienta	θeniθjenta
centeno	θenteno
central	θentɾal
centroamérica	θentɾoameɾika
cepitá	θepita
cerbero	θeɾbeɾo
cerdeña	θeɾdeɲa
cereceres	θeɾeθeɾes
ceres	θeɾes
cereté	θeɾete
cerezo	θeɾeθo
cerrón	θeron
cervantes	θeɾbantes
cerón	θeɾon
cesarea	θesaɾea
ceuta	θeuta
cevallos	θebaʝos
chacabuco	tʃakabuko
chachapoyas	tʃatʃapoʝas
chacón	tʃakon
chad	tʃad
chagolla	tʃaɡoʝa
chagoya	tʃaɡoʝa
chaikovski	tʃaikobski
chalatenango	tʃalatenanɡo
chalchuapa	tʃaltʃwapa
chalco	tʃalko
chalán	tʃalan
chambas	tʃambas
chamorro	tʃamoro
champaña	tʃampaɲa
chanco	tʃanko
chano	tʃano
chaparro	tʃaparo
chapeltique	tʃapeltike
chapultepec	tʃapultepek
charo	tʃaɾo
chauca	tʃauka
chavarria	tʃabarja
chavarría	tʃabaria
chavena	tʃabena
chaves	tʃabes
chaviano	tʃabjano
chavolla	tʃaboʝa
chavoya	tʃaboʝa
chaxiraxi	tʃasiɾasi
chaxiraxi	tʃaɡiɾaɡi
chayuco	tʃaʝuko
chañaral	tʃaɲaɾal
chebo	tʃebo
chechenia	tʃetʃenja
checoslovaquia	tʃekoslobakja
chelo	tʃelo
chema	tʃema
chente	tʃente
cheo	tʃeo
chepén	tʃepen
chequia	tʃekja
cherkessk	tʃeɾkesk
chernóbil	tʃeɾnobil
chetumal	tʃetumal
chiapas	tʃjapas
chiba	tʃiba
chicago	tʃikaɡo
chichankanab	tʃitʃankanab
chiclayo	tʃiklaʝo
chihuahua	tʃiwawa
chilanga	tʃilanɡa
chile	tʃile
chiloé	tʃiloe
chilpancingo	tʃilpanθinɡo
chiltiupán	tʃiltjupan
chimal	tʃimal
chimaltenango	tʃimaltenanɡo
chimbarongo	tʃimbaɾonɡo
chimborazo	tʃimboɾaθo
chimichagua	tʃimitʃaɡwa
chimá	tʃima
china	tʃina
chinameca	tʃinameka
chinandega	tʃinandeɡa
chinavita	tʃinabita
chincha	tʃintʃa
chinchero	tʃintʃeɾo
chinchilla	tʃintʃiʝa
chinchurreta	tʃintʃureta
chipre	tʃipɾe
chiquimula	tʃikimula
chirilagua	tʃiɾilaɡwa
chirino	tʃiɾino
chiriquí	tʃiɾiki
chisinau	kisinau
chitré	tʃitɾe
chitá	tʃita
chivatá	tʃibata
chivor	tʃiboɾ
choachí	tʃoatʃi
choapa	tʃoapa
choco	tʃoko
chocó	tʃoko
choluteca	tʃoluteka
chontales	tʃontales
choquehuanca	tʃokewanka
chota	tʃota
choy	tʃoi
chronos	kɾonos
chuchito	tʃutʃito
chumpitaz	tʃumpitaθ
chuquillanqui	tʃukiʝanki
chuquisaca	tʃukisaka
churubusco	tʃuɾubusko
chuvasia	tʃubasja
chuy	tʃui
chávarry	tʃabari
chávez	tʃabeθ
châm	kam
chépica	tʃepika
chéxpir	tʃeɡspiɾ
cibeles	θibeles
cicerón	θiθeɾon
cicuco	θikuko
cid	θid
cienfuegos	θjenfweɡos
cilicia	θiliθja
cincel	θinθel
cinquera	θinkeɾa
cintia	θintja
cipitío	θipitio
cipriano	θipɾjano
circasia	θiɾkasja
circe	θiɾθe
cirene	θiɾene
ciriaco	θiɾjako
cirilo	θiɾilo
ciro	θiɾo
cisjordania	θisxoɾdanja
cisneros	θisneɾos
citalá	θitala
citano	θitano
ciudadanos	θjudadanos
clara	klaɾa
clarín	klaɾin
claudia	klaudja
clemencia	klemenθja
clemente	klemente
clotilda	klotilda
cloto	kloto
clásico	klasiko
clímena	klimena
clímene	klimene
coacalco	koakalko
coahuila	koawila
coalcomán	koalkoman
coatepeque	koatepeke
coatzacoalcos	koatθakoalkos
cobarrubias	kobarubjas
cobo	kobo
cochabamba	kotʃabamba
cocito	koθito
coclé	kokle
coco	koko
coelemu	koelemu
coello	koeʝo
cogua	koɡwa
coinco	koinko
cojedes	koxedes
cojutepeque	koxutepeke
colato	kolato
colchado	koltʃado
colima	kolima
collado	koʝado
collantes	koʝantes
collipulli	koʝipuʝi
colmenares	kolmenaɾes
colmenero	kolmeneɾo
colombia	kolombja
colombo	kolombo
colonia	kolonja
colonna	kolona
colorado	koloɾado
